,Height,Weight
118,172.0569672,80.81673865
119,182.132637,101.2867921
120,161.6259521,75.76288511
121,174.5518441,81.85915041
122,170.0513278,74.58828094
123,159.2757539,68.02501916
124,183.5363587,87.50255363
125,180.1079788,91.57296674
126,171.7290027,81.58669764
127,179.8359597,89.11618817
128,176.0341134,85.0719278
129,168.2569618,77.87864369
130,171.4301702,86.95340713
131,167.1478707,75.22852703
132,181.4670124,84.21513416
133,173.8995908,80.86719856
134,162.5293285,68.48288981
135,180.3448201,95.22226167
136,173.0748994,78.99658679
137,173.7243166,81.59166498
138,172.9643982,76.08876129
139,173.0770995,83.02759359
140,174.9046294,76.90961745
141,168.0180855,78.66721927
142,168.1633214,82.05005485
143,171.2775853,83.23818387
144,176.4566093,93.42993223
145,179.1102836,83.3519957
146,181.1994751,91.60494351
147,180.3449397,98.03034601
148,168.1539632,72.29817573
149,184.2599999,95.40691954
150,171.3975535,81.01985469
151,165.9900428,66.55999829
152,179.9439185,88.8754625
153,177.6437272,77.19040588
154,164.4391313,76.95372172
155,176.0433433,89.98298841
156,174.8496957,81.60470113
157,157.3208011,66.79763009
158,174.2270723,80.27864043
159,165.655182,84.12670506
160,163.4074662,80.50976879
161,174.622223,77.03238514
162,184.1237247,90.07506967
163,170.7741845,92.23808709
164,170.8495563,87.64199059
165,165.4010009,80.80058605
166,168.3075629,73.8355168
167,171.9622663,72.25108692
168,166.4479678,78.06967499
169,177.4671833,91.55166782
170,173.9439634,77.27045387
171,183.4234669,93.16315234
172,173.176013,77.0143733
173,182.8322646,90.91676056
174,167.8054473,81.00652084
175,169.306657,76.20981978
176,171.7025375,80.63342863
177,173.344698,87.66918403
178,164.6138985,73.6540606
179,171.4302344,83.18143567
180,173.179056,82.12559637
181,176.6655977,95.64976103
182,168.6617142,75.10054663
183,169.1440791,88.97136766
184,182.7171519,91.64664208
185,173.449086,77.29824678
186,177.686846,91.60203591
187,182.501868,87.7187891
188,167.0189665,81.58110196
189,170.2609043,70.9825826
190,194.8429805,106.6101857
191,184.3306483,104.5804142
192,177.1111644,92.48543794
193,184.910029,98.98121178
194,184.2499593,101.0000506
195,183.6286482,94.56253137
196,170.823445,82.00026198
197,192.8989294,105.1992105
198,168.4432291,77.38000929
199,180.7363759,85.3984264
200,180.8281938,88.93194114
201,183.3816805,97.34246895
202,190.8576864,101.6609765
203,163.6052846,71.93034599
204,164.4254379,75.52357364
205,161.0730513,72.63850212
206,172.3356097,79.91049752
207,167.4667335,79.14513378
208,180.2550381,87.9544366
209,171.6550981,84.81789687
210,174.2167469,78.74166434
211,178.6248737,87.70045298
212,183.8819802,94.54513301
213,179.8849761,93.45491047
214,167.3943852,78.27874416
215,189.9802526,105.5215576
216,171.9095343,80.39471208
217,170.5761454,79.67193351
218,182.3080967,96.44549899
219,164.2496891,75.73589519
220,173.0318316,89.09200745
221,169.6387952,75.03828802
222,169.6868586,80.08884277
223,172.430475,79.22076573
224,175.7008854,88.55818139
225,178.3713052,93.29681578
226,164.7337299,71.82241152
227,172.2655769,76.6937927
228,161.1382286,61.53242005
229,182.4950245,98.95448288
230,169.4893071,70.71478475
231,182.7994964,91.41156906
232,193.0942226,107.0141737
233,181.5492973,88.62852819
234,171.119314,80.1207507
235,179.2103191,90.01998108
236,177.4624373,84.23970465
237,172.5868279,80.44353414
238,188.2255795,97.86687544
239,175.6863042,84.83187367
240,169.0553606,77.83089162
241,169.4220767,78.39875468
242,170.805005,76.33059189
243,175.3905191,74.30766321
244,179.5087778,86.19310956
245,166.3674476,71.15495512
246,165.575541,78.29291964
247,171.6230832,76.68607017
248,187.4910796,104.9496259
249,181.8806731,94.00715825
250,172.0208631,78.08712024
251,173.3070752,90.64027242
252,167.4607311,76.24446626
253,181.7331791,89.72939473
254,175.677528,89.30877896
255,174.2380547,81.74715768
256,180.4860776,85.78967497
257,161.6559113,71.85927719
258,180.8034367,94.76565747
259,167.9668299,84.88571466
260,165.2457277,71.47813028
261,172.9520909,82.39246709
262,180.3225855,92.87145525
263,188.5217842,104.838805
264,176.0908802,84.48533361
265,164.9256092,82.14273052
266,173.6009795,90.22896501
267,180.1599777,92.24721515
268,156.1536354,73.04135374
269,173.9666643,86.09479243
270,183.0067203,90.81040139
271,184.2050342,100.6351233
272,180.9341349,97.09597075
273,183.5381526,91.49015123
274,171.6152014,84.90656817
275,183.5597218,89.14328676
276,159.0046299,68.81929745
277,168.2405507,75.88482134
278,176.912111,90.19390974
279,175.9862404,81.09750865
280,179.642208,87.78785645
281,174.824682,89.69233181
282,167.6766477,83.67040201
283,168.6938004,70.39510688
284,169.203686,73.02467867
285,172.8084473,85.76719917
286,179.076091,78.46496463
287,175.6606329,88.85652135
288,179.8193574,97.86086615
289,165.5937179,75.61713076
290,189.9557144,108.6191102
291,180.5099419,83.58759168
292,176.1088624,90.71109304
293,177.543978,86.82305674
294,163.6399922,76.70667161
295,172.344412,88.33455745
296,171.5746365,83.12823329
297,189.909315,95.42210763
298,181.4041228,89.83048635
299,170.4856747,78.31905008
300,177.4433533,89.38976379
301,173.814266,86.41191139
302,172.5510458,83.71289069
303,173.9781716,81.61472539
304,165.7201243,72.34938446
305,178.2707942,89.75882933
306,180.6044982,98.55175476
307,173.8568495,85.23330517
308,166.1682651,80.22304508
309,171.9600018,83.98174329
310,188.5265802,101.2907406
311,180.7648045,93.86768099
312,170.7661606,77.57191612
313,172.4166204,79.47968205
314,171.1359937,78.61220894
315,174.6535672,82.15729257
316,182.1313922,91.90182531
317,176.2277268,90.65077853
318,187.2399802,101.3844899
319,176.4115756,99.45535605
320,179.7971761,95.80592458
321,182.2918979,91.08081228
322,176.1323731,94.71444361
323,165.8265048,73.21885768
324,180.1414848,94.27272177
325,174.2355232,82.0236028
326,174.2536429,80.20208548
327,176.4760101,88.27071256
328,167.4644764,73.93932053
329,174.0492971,78.59418392
330,187.7799753,97.80352311
331,180.8427621,95.3153413
332,169.0537307,83.93371787
333,182.2253816,85.25958147
334,177.1518665,85.35745278
335,169.5466615,81.43882264
336,177.0187525,96.03378563
337,178.8249328,89.67157411
338,175.3101297,84.49874286
339,164.4200094,75.34438561
340,180.3351091,85.64350837
341,163.7279282,73.2001205
342,177.1637874,87.7592832
343,181.678196,85.85691257
344,173.5529063,94.24957954
345,179.7423892,90.41136097
346,181.4043861,95.19002633
347,176.2518042,81.72615304
348,182.8843998,89.00128869
349,175.7463464,85.92794247
350,168.0625627,75.07610181
351,170.8712432,82.73261106
352,180.1262219,85.98182789
353,175.564515,86.01279762
354,171.2189257,77.19742368
355,185.2641686,98.02007668
356,179.0469589,80.3165259
357,175.280979,88.92725081
358,169.5757592,76.06760349
359,175.5664859,81.46869299
360,185.7407187,100.0902481
361,171.4165327,74.52300707
362,164.985899,71.00746273
363,172.1675223,83.31624532
364,171.8624929,77.2492094
365,168.8500484,76.48797789
366,185.3871583,95.09010812
367,176.69061,88.60739507
368,180.3490428,88.1431774
369,177.5857189,99.50353209
370,182.1107401,93.05972773
371,171.8308498,81.13973157
372,173.4707086,82.42897511
373,174.4656294,92.33333895
374,175.04606,74.9133944
375,175.1606344,89.78011299
376,170.8079774,78.6002511
377,175.0462936,83.43724546
378,167.229903,63.29152742
379,164.2645319,72.66023631
380,168.3915802,74.20946656
381,170.4278678,87.9764851
382,170.1756559,86.13410101
383,180.2434061,83.56250178
384,173.7890154,86.54333156
385,171.8374201,85.36632256
386,192.0752906,102.6060393
387,179.1950747,89.75650061
388,174.9827308,86.41539355
389,173.4427111,79.94404027
390,165.0874988,80.61558825
391,166.5624597,78.78511669
392,176.0374641,95.46464496
393,166.8899772,77.15625472
394,172.2221372,78.68001924
395,175.8090142,83.88580324
396,172.7581153,88.12700439
397,157.2944503,67.65310384
398,170.8565613,87.30320131
399,171.8991275,81.53352849
400,177.7260952,92.01716681
401,165.8961923,74.09757872
402,182.6412538,98.44203514
403,168.2341163,83.08046975
404,167.1699548,75.56099306
405,185.0261676,93.10016131
406,180.2115864,86.04780347
407,181.2132714,99.1490135
408,180.481387,92.1424217
409,157.2908901,63.45982065
410,174.6566422,89.03729999
411,171.6632112,81.61798877
412,171.0987045,74.45527723
413,167.3330577,76.28277308
414,174.4846959,86.06569907
415,176.6185483,88.52772822
416,169.2521147,86.39474236
417,177.31715,92.72626958
418,174.4468792,88.9728069
419,181.902554,95.10498567
420,177.0120801,86.605863
421,180.0887594,89.7861924
422,172.7347675,84.72206701
423,179.3639897,85.57640494
424,181.7908332,80.00303415
425,185.4526727,94.95017902
426,154.3002194,61.76465455
427,175.4685838,86.6066713
428,176.1203936,86.83821722
429,172.1031298,83.88650158
430,193.1087879,105.3755319
431,183.458145,91.52527392
432,175.059445,85.42444025
433,165.9507163,79.22242703
434,167.4683048,83.43522691
435,178.9853908,85.05641156
436,185.8798508,96.99949384
437,174.1192344,79.47817197
438,174.064697,76.90416739
439,161.5349968,65.58573927
440,170.5463727,79.68667523
441,179.8735814,89.44761736
442,186.7669234,101.1174124
443,167.9983151,75.02617853
444,172.4833984,77.29989274
445,181.4407746,98.26344919
446,170.4662067,78.79233426
447,186.1411516,98.83590046
448,161.7283612,73.03427485
449,175.8323136,87.88631933
450,176.962115,80.33983435
451,179.0330383,92.90809258
452,175.2718818,80.16417257
453,173.8830508,87.43524924
454,167.7028238,75.7321832
455,176.0681496,84.70286088
456,175.457461,85.50489461
457,186.8481667,94.51110579
458,167.8627298,73.2532094
459,186.7560002,97.50706616
460,176.9848129,93.04688527
461,169.359024,83.0968328
462,185.3226303,94.75312093
463,173.3470552,94.31337812
464,182.7698298,95.55542698
465,180.4889287,92.65652502
466,170.1214529,88.54058239
467,173.9341253,86.49365433
468,181.0624811,90.55298705
469,165.050359,75.6689193
470,169.575185,81.10111969
471,174.6660508,84.26476447
472,175.2410607,87.88571385
473,181.0897943,103.7820837
474,175.3856751,87.2482859
475,169.0153643,79.82470371
476,174.0294296,79.89625695
477,171.3476769,80.50465344
478,181.2477513,91.51707431
479,174.2196313,80.21460631
480,177.1296602,84.1523203
481,177.377997,85.29390644
482,183.9228878,85.90326613
483,166.203876,75.34015431
484,168.3198482,77.22411904
485,177.7347242,96.52630943
486,180.8713533,88.97003245
487,177.6409965,91.75216777
488,181.3204964,91.32258767
489,164.0555054,71.87350961
490,174.7341804,79.14703505
491,173.8521967,83.36267212
492,175.7720084,85.32224554
493,176.342084,79.91993022
494,176.799812,88.0878893
495,185.1195357,88.08734363
496,157.9329613,66.17854771
497,174.9417548,87.01423581
498,180.5434122,95.1878931
499,183.3436367,91.29059016
500,183.0393976,94.70177844
501,171.145347,82.8591953
502,172.5539717,75.49361574
503,179.8369029,87.72176378
504,166.494768,80.94266674
505,178.2857102,93.41354871
506,182.3186482,90.35999085
507,173.0509326,87.10307516
508,173.6330857,79.49692602
509,167.8695068,77.11356345
510,181.8135128,93.14402686
511,186.783136,88.9236703
512,180.6334509,94.41302325
513,179.8175285,92.02962462
514,182.1918136,85.5451941
515,160.5191871,73.67682493
516,172.9768281,82.94038541
517,167.2744933,71.35794194
518,173.5999995,81.04600059
519,176.6829815,84.92035388
520,174.5698923,77.84589747
521,178.2020252,90.96069901
522,175.0652751,87.96389926
523,163.3224425,70.52889714
524,178.957308,87.32911747
525,174.3051205,72.51233631
526,176.9484694,79.94979679
527,175.4095667,77.88579529
528,170.756545,82.42202947
529,167.9341312,77.73961754
530,174.2881639,81.2528533
531,175.8924925,85.03460711
532,176.8904417,82.55579528
533,184.904452,97.28370673
534,190.6117475,94.58591906
535,180.2706177,86.28317419
536,188.9455516,98.49468622
537,163.4798962,70.79387178
538,181.1705827,93.61467162
539,170.6169421,80.80867644
540,188.9802466,103.7992656
541,162.2245192,79.13972162
542,174.9704191,74.48656609
543,183.2152552,96.232843
544,173.7454645,93.44672858
545,165.3353472,75.94651109
546,175.843385,88.54961322
547,182.7473822,94.88032845
548,171.3559963,82.69040473
549,176.054788,86.26646116
550,161.8768623,72.73116564
551,154.1267362,58.64990997
552,179.4848406,88.73453331
553,171.6888391,84.70894871
554,189.60975,103.1924726
555,178.9863803,89.44268703
556,182.7377867,95.05305339
557,188.0254071,95.14512774
558,179.7868595,99.98836281
559,164.4072327,76.75136656
560,173.6928812,84.29808501
561,181.5318208,87.40331975
562,170.0389125,80.29761721
563,179.8243267,90.69453338
564,165.8427843,76.52563798
565,156.855185,56.03137745
566,158.7009051,72.68459731
567,172.2264269,89.39509571
568,176.5960255,73.46872151
569,184.1519219,91.46912013
570,179.0326487,88.35346127
571,169.3919294,73.73836797
572,181.0814707,79.74644847
573,182.3637887,94.97278007
574,185.5631144,92.74157074
575,174.8875201,95.64852963
576,167.7554274,76.8050479
577,187.9241896,101.2989346
578,175.8991094,87.51916622
579,176.1252693,78.4282347
580,180.279713,86.89559628
581,161.4456452,71.26816841
582,177.2161834,82.91457386
583,165.578733,68.89470191
584,177.7465097,87.69796844
585,177.1665168,84.10864383
586,180.7754351,88.6238531
587,179.2528845,79.0143145
588,166.7537674,74.6838384
589,170.5315719,74.31878184
590,167.4319408,79.25157524
591,187.4180566,96.569989
592,172.0526184,78.37809426
593,166.4819537,78.00890242
594,180.8833379,88.86929434
595,166.6045792,79.29484356
596,166.7955884,79.18212927
597,157.4107491,63.62886502
598,187.7058443,97.77615692
599,183.7491465,97.91156803
600,178.5917036,83.5715411
601,170.4735335,76.29515739
602,167.4685037,68.66685174
603,170.7584724,84.3545772
604,178.0904328,92.18882361
605,190.0974093,101.5799645
606,163.8993487,67.34579573
607,177.9301869,93.98183446
608,182.4562487,93.07393127
609,185.0053188,94.99236349
610,186.186739,90.34052551
611,168.6387088,74.87198637
612,168.9485114,81.99153251
613,175.952944,91.76109921
614,173.309163,88.5692767
615,178.8512273,83.56646151
616,177.1062884,85.48111776
617,166.3972641,71.30694184
618,175.6086642,89.15456189
619,187.1121195,94.51323201
620,167.3675914,71.75144403
621,173.6202496,83.73237013
622,178.8788155,89.76926833
623,183.0837109,92.01895562
624,182.146257,90.3014487
625,166.9520712,70.86193777
626,162.301779,76.33932403
627,178.6026647,91.40363604
628,167.1033737,79.19030486
629,177.361759,89.32623182
630,173.5611212,89.70088896
631,172.0636367,75.13446816
632,190.5860792,105.6352796
633,186.4463086,87.4218769
634,176.6690952,87.17206749
635,163.9291611,71.2725831
636,171.5687741,74.16011592
637,185.6650541,93.05783612
638,169.0471119,77.75863785
639,187.9386746,94.78466339
640,179.9912277,95.14505605
641,181.7845836,93.55809356
642,167.2295135,80.38180788
643,178.4998555,96.032799
644,156.9047459,67.81873493
645,190.0553611,99.94281333
646,181.8770705,87.28376219
647,170.8406631,74.11081509
648,180.1474539,90.6178716
649,190.6515584,99.1478122
650,185.6762257,101.2446608
651,179.4814598,98.86123033
652,170.5474551,77.65847885
653,170.4928097,66.92203661
654,176.5933577,77.12750739
655,165.6707168,72.95395668
656,173.7625756,83.97245979
657,174.6591978,80.32360821
658,172.5596468,85.67631524
659,175.8640849,72.23220641
660,173.9029388,85.31125498
661,166.8635057,68.47452935
662,176.354735,78.1656411
663,167.9838942,75.46129725
664,180.0277023,84.52225362
665,167.5715851,85.12033951
666,164.9453532,74.33474701
667,173.6562524,89.33472049
668,176.5949003,86.04975843
669,168.7972294,85.71747894
670,176.4654377,80.44178231
671,174.5744507,83.5200909
672,187.4044372,100.3527375
673,194.3147837,98.82968927
674,180.9132829,90.34770781
675,163.8457745,74.6160503
676,168.9196899,74.05791563
677,175.7944491,85.10511751
678,161.4077791,68.1960415
679,177.1170662,91.94631998
680,174.2648495,82.42893205
681,181.5188908,93.70795987
682,176.5540995,92.52615258
683,187.3494748,105.0558403
684,173.4255784,88.5365908
685,184.0347689,90.84994371
686,179.7537509,88.61058406
687,178.9484375,85.32012781
688,175.0164111,88.29611429
689,175.8656051,89.54454534
690,170.8857321,70.94920149
691,181.5179623,94.24214532
692,174.8552091,77.98205824
693,181.3711504,98.3946695
694,178.1679801,86.44800221
695,179.5264152,93.4943101
696,174.0944348,91.22138467
697,181.4442064,93.7094123
698,165.660884,72.11531571
699,179.7638046,94.44854381
700,177.1906408,85.19004877
701,162.4648279,76.36196681
702,178.5725747,89.28280475
703,178.604797,93.22308322
704,171.209736,74.64962729
705,170.4886178,75.8367392
706,173.6790529,76.65583415
707,176.728727,83.56063576
708,158.8319233,76.27300355
709,176.1155267,83.51509382
710,169.6401669,78.09741412
711,191.4938823,99.15734185
712,178.3426179,86.02747572
713,180.6030516,89.24873298
714,177.2764752,82.42818664
715,168.8384849,79.55511613
716,179.6128338,94.66938526
717,161.5915419,73.78806734
718,179.1951705,86.78068204
719,171.2031656,87.39478437
720,181.4453443,96.76830727
721,174.227249,85.00428881
722,181.4889094,92.28250905
723,179.5749265,86.17589331
724,181.3343198,89.49690332
725,179.0335336,87.70652508
726,188.9967972,102.8297704
727,161.037075,83.99985791
728,173.7352866,77.71351296
729,171.2718296,79.43501157
730,179.8624799,89.00432731
731,170.4600884,88.33810962
732,172.0296785,83.67341335
733,174.1191138,81.44552344
734,174.2934918,87.36437681
735,179.338633,89.51241099
736,170.4004243,74.46878449
737,165.8917388,75.89850735
738,177.6073327,84.3075957
739,173.6461726,87.98856886
740,180.0093045,93.37823379
741,193.071242,106.7927779
742,172.6335582,80.27069203
743,177.2033221,90.27679536
744,176.7044279,91.0377522
745,181.7624476,97.05897958
746,180.2334451,91.4728765
747,166.2199427,65.37713432
748,180.2793563,91.89918527
749,172.7018422,83.44191758
750,179.1170283,90.5226483
751,175.5373463,79.85278826
752,181.8781557,88.41985362
753,177.5194788,92.31428475
754,168.8005229,75.6068232
755,178.5400396,94.12421486
756,159.0547116,69.33288651
757,169.2190719,66.32912318
758,165.989732,71.10568844
759,181.8811193,95.23841851
760,176.3088026,83.41652608
761,177.5302865,91.07984682
762,166.7915348,74.48690021
763,163.5970141,70.14393935
764,174.31229,85.93265988
765,176.7847179,80.10202869
766,171.3312074,78.59489181
767,173.1517863,84.02932862
768,176.6661797,92.44708036
769,166.9981369,82.57719032
770,185.7308786,91.49122008
771,169.217152,80.66800572
772,175.6306088,91.91052872
773,167.5531194,84.47036557
774,170.6962967,84.12045405
775,166.2530512,79.76165166
776,185.4964337,95.06734961
777,173.5258021,81.36118532
778,168.4890749,75.00972726
779,183.799438,89.93049724
780,172.0022658,83.88358693
781,179.0130819,90.83088909
782,180.7539988,90.46619785
783,176.1611401,91.7762744
784,178.0469836,91.62273908
785,176.0151209,89.52035499
786,160.807322,71.21555138
787,172.4335639,83.16306649
788,185.9355435,92.08966126
789,185.778534,87.9632977
790,180.0757957,88.72321451
791,183.2424394,97.45602167
792,183.2172558,83.52769168
793,180.8648116,87.88039278
794,168.2804623,77.16030816
795,183.7476355,93.30370254
796,172.8950622,75.41579354
797,181.3491646,89.9957072
798,166.9441214,76.96334067
799,170.4605364,72.59752899
800,183.4261887,92.9581285
801,160.044849,67.08708236
802,176.7056542,82.07739228
803,178.8261643,98.80923153
804,172.7967476,85.89292492
805,177.2358922,79.87314652
806,157.6797334,59.09272965
807,167.219426,72.26587604
808,179.7835775,87.07522974
809,176.7114327,82.62366029
810,171.0107446,85.43483595
811,172.2490888,86.98080273
812,169.3728966,73.8297947
813,176.8848602,89.62806148
814,164.526563,82.82129256
815,187.8658703,90.72164811
816,172.5507949,83.646683
817,169.5959003,75.06483485
818,175.0983482,80.12801528
819,194.1437791,103.8149576
820,175.2502092,81.8057365
821,186.6946726,102.4991905
822,176.7918826,86.09931159
823,183.0511452,91.74445873
824,179.0426303,81.15609742
825,170.2685204,75.76992779
826,168.1076356,78.30703949
827,174.4832921,81.62955429
828,169.2992137,72.64159585
829,177.390189,80.91740295
830,168.2624646,70.12019289
831,184.9400203,94.73216598
832,163.7658573,76.85238026
833,177.1763775,82.39092665
834,179.4800687,92.4623667
835,184.075371,83.66337759
836,173.1556934,90.58314407
837,185.3874154,93.72544245
838,179.1552545,89.16908664
839,177.9192608,86.18357098
840,175.3008106,89.25053435
841,186.8148722,100.832364
842,173.0199685,81.6763199
843,173.4505981,80.93559887
844,181.6787011,91.96520634
845,186.427219,100.2192295
846,177.4051928,90.09710515
847,178.1859933,92.4123306
848,168.4013037,68.10654908
849,194.2920523,103.0285675
850,180.4222584,84.71397024
851,169.242844,77.30166997
852,167.8318635,82.74788252
853,179.3574325,85.0358101
854,165.6168409,71.96897293
855,169.8291277,79.74023776
856,187.3453157,100.1396111
857,177.5411386,88.79468705
858,176.5993921,85.74130184
859,169.5309728,69.91070634
860,175.4492098,81.36842497
861,174.1468469,78.10643941
862,178.619277,86.39193824
863,182.7507659,94.38748143
864,180.1280416,87.03671485
865,178.7426533,89.53108468
866,172.203052,86.03875997
867,174.4979889,94.37807064
868,175.5511648,85.60064509
869,171.9506433,85.01398003
870,181.0520388,98.83932944
871,181.426041,91.55428327
872,180.4501251,92.81750024
873,164.4046901,65.02130893
874,170.556325,82.56791786
875,183.6209104,91.67292614
876,178.4168801,87.45077429
877,163.7229589,72.08334346
878,189.1410709,96.83377387
879,165.8592445,73.85306721
880,184.7837963,96.24347661
881,166.924174,70.3863848
882,174.9808411,88.3059413
883,185.5175579,95.01636023
884,177.4462958,89.95719466
885,177.4474403,81.4934711
886,182.2845266,87.40281627
887,169.7249486,81.55655294
888,172.1807423,86.41235845
889,175.8968132,88.96805401
890,175.0813672,82.02143448
891,175.252659,84.65628489
892,168.5899471,76.1056575
893,168.5963591,81.40565113
894,175.3986072,82.26360444
895,166.7953875,73.2198235
896,159.3923089,67.92980457
897,169.1080862,73.11988796
898,170.8713135,84.98652384
899,177.3848412,79.8374869
900,188.5097346,108.2131944
901,180.9255425,94.81564066
902,179.7376774,88.35816453
903,172.4125428,74.26409284
904,170.4708978,82.78618773
905,169.011123,79.42089958
906,170.4116954,82.04604964
907,174.9892808,78.31458106
908,182.5820497,94.15463772
909,179.1509653,88.00114487
910,175.7885948,85.21501478
911,169.8110339,73.12990064
912,195.9884343,103.739802
913,173.2242848,80.0394057
914,169.6613145,84.81893646
915,188.1383238,99.07519053
916,177.0170273,83.74168009
917,179.0262038,90.42774913
918,168.1555276,74.67687565
919,182.5190353,87.73829592
920,167.5770262,77.59908213
921,184.5994812,98.68411752
922,177.3225351,85.30477219
923,175.3695908,80.82320772
924,162.1807231,68.94446968
925,164.8708545,65.85073382
926,165.2154278,66.97751272
927,174.9409663,83.20625385
928,177.7548375,80.8974252
929,159.2816314,69.31814177
930,169.9855294,78.75910994
931,170.8633717,81.66274085
932,183.1912148,90.87117232
933,176.8129643,77.24499247
934,165.5691402,75.63127451
935,188.1638984,88.35013009
936,155.2494447,69.30483428
937,173.5364903,93.63324884
938,162.4404381,74.73902305
939,174.1966887,82.17592951
940,164.9118088,83.91536104
941,176.935774,95.03678843
942,180.6467134,89.51431102
943,159.5226444,67.40605837
944,179.8606047,91.27372231
945,176.6557568,90.35272082
946,170.2621593,85.48380731
947,171.187959,80.87554279
948,176.2044821,78.66653749
949,189.3446478,99.0815333
950,169.0535735,78.64687909
951,170.8402802,84.51362304
952,167.644998,74.91875771
953,170.9001089,92.14075545
954,172.5285694,73.33259414
955,167.7863899,74.6025048
956,167.2452344,77.47004675
957,175.3388996,77.25130894
958,178.6308757,87.31517219
959,168.9971385,75.46467166
960,181.5380542,89.14940712
961,177.9192041,83.28839103
962,174.2585048,84.95387702
963,175.2152471,80.86747468
964,187.4237677,100.8777543
965,175.4449395,86.44915261
966,185.8973907,92.57985854
967,174.4405564,87.17867966
968,164.9027341,81.3785288
969,167.922522,87.4369254
970,172.0824342,76.9928295
971,182.407315,87.45999541
972,175.7564207,84.24527753
973,171.214216,85.54477149
974,177.4866489,81.50183255
975,163.4913589,73.70646944
976,171.4318488,83.18141562
977,185.7309803,100.4460896
978,171.8384815,85.67893144
979,174.0862707,87.00933933
980,179.6408854,97.18731056
981,173.3045818,82.72738907
982,171.9506935,74.3618174
983,187.2405266,90.02087842
984,174.9004813,85.00091175
985,168.8433656,79.80831846
986,177.7295946,85.55920429
987,171.5927054,91.07206161
988,188.6509274,95.22596724
989,183.1184043,91.56328696
990,176.7072404,82.91427897
991,181.8997872,93.51408368
992,170.531916,77.96201692
993,173.7757542,77.70993313
994,198.3635034,115.9793172
995,174.3522741,81.10986748
996,177.8681784,84.53081645
997,188.7872196,100.1738552
998,183.4683561,91.68779871
999,171.8733268,87.58029039
1000,168.7174353,71.3446184
1001,165.2806282,81.98971398
1002,175.6587345,93.67363818
1003,172.2254922,81.64862301
1004,173.3264133,87.98950948
1005,184.274084,92.36384296
1006,188.1033242,96.03926881
